customer_id,age,gender,city,state,city_tier,occupation,monthly_income,cricket_interest_score,favorite_ipl_team,favorite_player,Unnamed: 11,preferred_streaming_platform,fantasy_cricket_user,sports_equipment_spending_per_month_x,preferred_shopping_platform_x,cricket_search_frequency_per_month,device_type,digital_engagement_score,likely_to_buy_cricket_kit_x,engagement_id,favorite_match_type,average_match_watch_time_minutes,matches_watched_per_season,preferred_ad_format,ad_click_rate,sports_content_watch_hours_per_week,engagement_during_csk_matches,engagement_during_rcb_matches,engagement_during_mi_matches,streaming_device_preference,second_screen_usage,social_media_activity_during_matches,engagement_potential_score,social_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate,purchase_id,preferred_shopping_platform_y,sports_equipment_spending_per_month_y,previous_cricket_gear_purchases,average_order_value,preferred_product_category,purchase_frequency_per_year,discount_sensitivity,cart_abandonment_rate,payment_method_preference,brand_loyalty_level,likely_to_buy_cricket_kit_y
CUST2691,36,Female,Kolkata,West Bengal,Tier 1,Working Professional,81200,9.3,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,3280,Amazon,20,Laptop,89.5,Yes,ENG002691,League Match,161,46,Influencer Promotion,0.17,11.1,72,72,71,Mobile,Yes,Medium,70.5,SOC002691,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27,PUR002691,Amazon,4250,4,5350,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST2692,51,Male,Nagpur,Maharashtra,Tier 2,Business,118000,6.8,Mumbai Indians,Suryakumar Yadav,2,TV,No,2080,Local Store,4,Smart TV,53.5,No,ENG002692,League Match,125,34,Banner Ad,0.09,7.0,60,60,58,Smart TV,No,Low,55.6,SOC002692,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR002692,Flipkart,2800,2,3300,Jerseys,2,High,0.5,Debit Card,Low,No
CUST2693,27,Male,Patna,Bihar,Tier 2,Student,15000,10.0,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2780,Amazon,31,Mobile,100.0,Yes,ENG002693,Playoffs,232,77,Short Reel,0.32,23.4,97,99,97,Mobile,Yes,High,98.7,SOC002693,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR002693,Brand Website,8250,10,10450,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST2694,43,Female,Kochi,Kerala,Tier 2,Working Professional,78200,8.2,Mumbai Indians,Jasprit Bumrah,4,TV,No,2880,Flipkart,12,Laptop,74.0,No,ENG002694,League Match,109,27,Banner Ad,0.05,4.9,50,51,49,Laptop,No,Low,47.0,SOC002694,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07,PUR002694,Local Store,2070,1,2370,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
CUST2695,29,Male,Hyderabad,Telangana,Tier 1,Working Professional,67200,10.0,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3880,Amazon,26,Mobile,97.0,Yes,ENG002695,Finals,252,80,Short Reel,0.35,27.2,99,99,99,Mobile,Yes,High,100.0,SOC002695,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR002695,Amazon,5470,6,6770,Bats,5,Medium,0.16,UPI,Medium,Yes
CUST2696,22,Male,Guwahati,Assam,Tier 2,Student,10400,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,2180,Amazon,38,Mobile,100.0,Yes,ENG002696,Rivalry Match,196,64,Video Ad,0.25,17.4,91,94,91,Smart TV,Yes,High,92.4,SOC002696,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR002696,Brand Website,7530,9,9430,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST2697,45,Female,Indore,Madhya Pradesh,Tier 2,Coach,79200,7.9,Rajasthan Royals,Sanju Samson,3,TV,No,3680,Brand Website,9,Smart TV,63.0,No,ENG002697,League Match,152,42,Influencer Promotion,0.14,8.9,66,70,67,Laptop,No,Medium,64.5,SOC002697,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22,PUR002697,Flipkart,3230,3,3930,Gloves,3,High,0.44,Debit Card,Medium,No
CUST2698,33,Male,Mumbai,Maharashtra,Tier 1,Working Professional,82200,9.9,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3580,Amazon,22,Laptop,92.0,Yes,ENG002698,League Match,132,37,Banner Ad,0.1,7.3,62,62,60,Smart TV,No,Low,57.9,SOC002698,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05,PUR002698,Amazon,4830,5,6030,Shoes,4,Medium,0.22,UPI,Medium,Yes
CUST2699,24,Female,Ranchi,Jharkhand,Tier 2,Student,12600,10.0,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2480,Amazon,33,Mobile,100.0,Yes,ENG002699,Playoffs,225,74,Short Reel,0.3,21.7,95,98,96,Mobile,Yes,High,96.7,SOC002699,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.3,PUR002699,Local Store,2350,1,2650,Accessories,1,High,0.61,Cash on Delivery,Low,No
CUST2700,50,Male,Jaipur,Rajasthan,Tier 2,Business,113000,7.2,Rajasthan Royals,Jos Buttler,2,TV,No,2280,Local Store,5,Smart TV,56.5,No,ENG002700,League Match,115,30,Banner Ad,0.06,5.5,53,53,51,Laptop,No,Low,49.3,SOC002700,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08,PUR002700,Brand Website,6680,8,8480,Full Kits,6,Low,0.09,Credit Card,High,Yes
CUST2701,31,Female,Pune,Maharashtra,Tier 1,Working Professional,73800,9.7,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3500,Amazon,22,Mobile,91.5,Yes,ENG002701,Rivalry Match,201,66,Video Ad,0.24,16.6,92,94,91,Smart TV,Yes,Medium,90.7,SOC002701,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26,PUR002701,Amazon,4410,5,5510,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST2702,39,Male,Bengaluru,Karnataka,Tier 1,Working Professional,89700,9.0,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,3200,Brand Website,15,Laptop,82.5,No,ENG002702,League Match,157,46,Influencer Promotion,0.16,10.3,69,73,70,Mobile,Yes,Medium,69.2,SOC002702,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR002702,Flipkart,2870,2,3370,Jerseys,2,High,0.54,Debit Card,Low,No
CUST2703,22,Male,Kanpur,Uttar Pradesh,Tier 2,Student,9900,10.0,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,2100,Amazon,39,Mobile,100.0,Yes,ENG002703,Finals,249,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0,SOC002703,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR002703,Brand Website,7910,10,10110,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST2704,47,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,103500,7.4,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2400,Local Store,5,Smart TV,56.0,No,ENG002704,League Match,121,33,Banner Ad,0.08,6.1,59,58,56,Laptop,No,Low,53.4,SOC002704,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04,PUR002704,Local Store,2040,1,2290,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
CUST2705,28,Male,Delhi,Delhi,Tier 1,Athlete,45800,10.0,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5900,Brand Website,32,Mobile,100.0,Yes,ENG002705,Playoffs,219,71,Video Ad,0.26,19.2,91,95,92,Smart TV,Yes,High,93.3,SOC002705,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29,PUR002705,Amazon,5290,6,6590,Shoes,5,Medium,0.19,UPI,Medium,Yes
CUST2706,42,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,83500,8.6,Gujarat Titans,Shubman Gill,4,JioHotstar,No,3000,Flipkart,13,Laptop,79.5,No,ENG002706,Rivalry Match,208,69,Short Reel,0.32,22.0,96,99,96,Mobile,Yes,High,97.2,SOC002706,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.1,PUR002706,Brand Website,7290,9,9190,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST2707,24,Male,Dhanbad,Jharkhand,Tier 2,Student,11900,10.0,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2400,Amazon,35,Mobile,100.0,Yes,ENG002707,League Match,153,43,Influencer Promotion,0.15,9.1,67,70,68,Laptop,No,Medium,65.6,SOC002707,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24,PUR002707,Flipkart,3380,3,4080,Gloves,3,High,0.47,Debit Card,Medium,No
CUST2708,49,Male,Coimbatore,Tamil Nadu,Tier 2,Coach,80500,7.9,Chennai Super Kings,Ravindra Jadeja,3,TV,No,3900,Brand Website,9,Smart TV,63.0,No,ENG002708,League Match,127,35,Banner Ad,0.09,6.6,60,60,58,Smart TV,No,Low,55.9,SOC002708,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11,PUR002708,Amazon,4630,5,5830,Bats,4,Medium,0.2,UPI,Medium,Yes
CUST2709,34,Female,Chandigarh,Chandigarh,Tier 1,Working Professional,73500,9.5,Punjab Kings,Arshdeep Singh,5,JioHotstar,Yes,3500,Amazon,20,Mobile,90.0,Yes,ENG002709,Finals,242,78,Short Reel,0.33,25.1,98,99,98,Mobile,Yes,High,99.4,SOC002709,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.3,PUR002709,Local Store,2250,1,2550,Accessories,1,High,0.58,Cash on Delivery,Low,No
CUST2710,21,Male,Aligarh,Uttar Pradesh,Tier 3,Student,9300,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,1900,Amazon,38,Mobile,100.0,Yes,ENG002710,Rivalry Match,188,60,Video Ad,0.21,14.8,87,90,87,Laptop,Yes,Medium,86.0,SOC002710,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03,PUR002710,Brand Website,6850,8,8650,Full Kits,6,Low,0.07,Credit Card,High,Yes
CUST2711,38,Male,Hyderabad,Telangana,Tier 1,Working Professional,86500,9.3,Sunrisers Hyderabad,Travis Head,5,JioHotstar,No,3500,Brand Website,15,Laptop,84.0,Yes,ENG002711,League Match,164,48,Influencer Promotion,0.18,11.4,73,76,74,Mobile,Yes,Medium,72.6,SOC002711,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27,PUR002711,Amazon,4260,4,5360,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST2712,45,Female,Bhopal,Madhya Pradesh,Tier 2,Working Professional,77500,8.2,Mumbai Indians,Hardik Pandya,4,TV,No,2800,Flipkart,11,Laptop,73.5,No,ENG002712,League Match,130,37,Banner Ad,0.1,7.2,62,61,60,Smart TV,No,Low,58.1,SOC002712,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14,PUR002712,Flipkart,2810,2,3310,Jerseys,2,High,0.5,Debit Card,Low,No
CUST2713,27,Male,Meerut,Uttar Pradesh,Tier 2,Student,15500,10.0,Lucknow Super Giants,Nicholas Pooran,6,JioHotstar,Yes,2900,Amazon,29,Mobile,99.5,Yes,ENG002713,Playoffs,233,77,Short Reel,0.33,23.6,97,99,97,Mobile,Yes,High,99.0,SOC002713,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.3,PUR002713,Brand Website,8260,10,10460,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST2714,53,Male,Jodhpur,Rajasthan,Tier 2,Business,124500,6.6,Rajasthan Royals,Sanju Samson,2,TV,No,2000,Local Store,4,Smart TV,51.5,No,ENG002714,League Match,113,28,Banner Ad,0.06,5.4,51,51,49,Laptop,No,Low,47.5,SOC002714,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08,PUR002714,Local Store,2080,1,2380,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
CUST2715,29,Female,Mumbai,Maharashtra,Tier 1,Working Professional,69500,10.0,Mumbai Indians,Suryakumar Yadav,5,JioHotstar,Yes,3300,Amazon,22,Mobile,92.5,Yes,ENG002715,Finals,255,80,Short Reel,0.35,28.0,99,99,99,Mobile,Yes,High,100.0,SOC002715,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28,PUR002715,Amazon,5480,6,6780,Bats,5,Medium,0.16,UPI,Medium,Yes
CUST2716,40,Male,Lucknow,Uttar Pradesh,Tier 1,Working Professional,88500,8.8,Lucknow Super Giants,KL Rahul,4,JioHotstar,No,3100,Brand Website,14,Laptop,81.0,No,ENG002716,Rivalry Match,197,63,Video Ad,0.23,15.9,89,92,89,Smart TV,Yes,Medium,88.9,SOC002716,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15,PUR002716,Brand Website,7540,9,9440,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST2717,23,Male,Siliguri,West Bengal,Tier 2,Student,11000,10.0,Kolkata Knight Riders,Andre Russell,7,JioHotstar,Yes,2300,Amazon,36,Mobile,100.0,Yes,ENG002717,League Match,149,40,Influencer Promotion,0.14,8.5,64,68,65,Laptop,No,Medium,63.2,SOC002717,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22,PUR002717,Flipkart,3240,3,3940,Gloves,3,High,0.44,Debit Card,Medium,No
CUST2718,48,Female,Warangal,Telangana,Tier 2,Coach,79500,7.8,Sunrisers Hyderabad,Heinrich Klaasen,3,TV,No,3800,Brand Website,9,Smart TV,62.5,No,ENG002718,League Match,134,38,Banner Ad,0.11,7.5,63,63,61,Smart TV,No,Low,58.8,SOC002718,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05,PUR002718,Amazon,4840,5,6040,Shoes,4,Medium,0.22,UPI,Medium,Yes
CUST2719,31,Male,Faridabad,Haryana,Tier 1,Athlete,47000,10.0,Punjab Kings,Shikhar Dhawan,6,JioHotstar,Yes,6000,Brand Website,31,Mobile,100.0,Yes,ENG002719,Playoffs,228,75,Short Reel,0.3,21.9,95,98,96,Mobile,Yes,High,96.9,SOC002719,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29,PUR002719,Local Store,2360,1,2660,Accessories,1,High,0.61,Cash on Delivery,Low,No
CUST2720,51,Male,Udaipur,Rajasthan,Tier 2,Business,116500,7.0,Rajasthan Royals,Yashasvi Jaiswal,2,TV,No,2200,Local Store,5,Smart TV,54.5,No,ENG002720,League Match,118,31,Banner Ad,0.07,5.7,55,55,53,Laptop,No,Low,50.6,SOC002720,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09,PUR002720,Brand Website,6690,8,8490,Full Kits,6,Low,0.09,Credit Card,High,Yes
CUST2721,33,Female,Thane,Maharashtra,Tier 1,Working Professional,76500,9.6,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3400,Amazon,21,Mobile,91.5,Yes,ENG002721,Rivalry Match,203,66,Short Reel,0.32,20.7,95,98,94,Mobile,Yes,High,96.1,SOC002721,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25,PUR002721,Amazon,4420,5,5520,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST2722,43,Male,Vijayawada,Andhra Pradesh,Tier 2,Working Professional,76500,8.5,Sunrisers Hyderabad,Pat Cummins,4,JioHotstar,No,2800,Flipkart,12,Laptop,75.0,No,ENG002722,League Match,141,43,Video Ad,0.17,10.0,70,69,65,Laptop,No,Medium,67.1,SOC002722,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12,PUR002722,Flipkart,2880,2,3380,Jerseys,2,High,0.54,Debit Card,Low,No
CUST2723,24,Male,Gaya,Bihar,Tier 2,Student,11400,10.0,Chennai Super Kings,MS Dhoni,7,JioHotstar,Yes,2400,Amazon,35,Mobile,100.0,Yes,ENG002723,Playoffs,228,77,Influencer Promotion,0.34,23.8,98,98,96,Mobile,Yes,High,99.0,SOC002723,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.3,PUR002723,Brand Website,7920,10,10120,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST2724,50,Female,Salem,Tamil Nadu,Tier 2,Business,111500,7.2,Chennai Super Kings,Ravindra Jadeja,2,TV,No,2300,Local Store,5,Smart TV,54.5,No,ENG002724,League Match,114,31,Banner Ad,0.07,5.9,57,56,53,Smart TV,No,Low,51.5,SOC002724,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04,PUR002724,Local Store,2050,1,2300,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
CUST2725,36,Male,Delhi,Delhi,Tier 1,Working Professional,84500,9.5,Delhi Capitals,Rishabh Pant,5,JioHotstar,Yes,3700,Brand Website,20,Laptop,89.5,Yes,ENG002725,Finals,255,80,Short Reel,0.35,26.8,99,99,99,Mobile,Yes,High,100.0,SOC002725,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29,PUR002725,Amazon,5300,6,6600,Shoes,5,Medium,0.19,UPI,Medium,Yes
CUST2726,26,Female,Tirupati,Andhra Pradesh,Tier 2,Student,15100,10.0,Sunrisers Hyderabad,Travis Head,6,JioHotstar,Yes,2800,Amazon,29,Mobile,100.0,Yes,ENG002726,League Match,161,47,Video Ad,0.18,11.7,74,77,74,Laptop,No,Medium,71.7,SOC002726,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09,PUR002726,Brand Website,7300,9,9200,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST2727,41,Male,Noida,Uttar Pradesh,Tier 1,Working Professional,91500,9.1,Lucknow Super Giants,Nicholas Pooran,4,JioHotstar,No,3200,Brand Website,14,Laptop,82.0,No,ENG002727,Rivalry Match,210,69,Short Reel,0.33,22.4,97,99,96,Mobile,Yes,High,97.6,SOC002727,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23,PUR002727,Flipkart,3390,3,4090,Gloves,3,High,0.47,Debit Card,Medium,No
CUST2728,25,Male,Jamshedpur,Jharkhand,Tier 2,Student,12500,10.0,Kolkata Knight Riders,Rinku Singh,7,JioHotstar,Yes,2500,Amazon,36,Mobile,100.0,Yes,ENG002728,League Match,182,46,Video Ad,0.15,9.9,68,67,67,Smart TV,No,Low,63.7,SOC002728,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.1,PUR002728,Amazon,4640,5,5840,Bats,4,Medium,0.2,UPI,Medium,Yes
CUST2729,49,Female,Nagpur,Maharashtra,Tier 2,Coach,82500,7.7,Mumbai Indians,Jasprit Bumrah,3,TV,No,3900,Brand Website,9,Smart TV,63.0,No,ENG002729,Playoffs,218,72,Influencer Promotion,0.3,20.7,93,97,93,Mobile,Yes,High,94.7,SOC002729,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.3,PUR002729,Local Store,2260,1,2560,Accessories,1,High,0.58,Cash on Delivery,Low,No
CUST2730,32,Male,Ahmedabad,Gujarat,Tier 1,Athlete,48000,10.0,Gujarat Titans,Rashid Khan,6,JioHotstar,Yes,6100,Brand Website,32,Mobile,100.0,Yes,ENG002730,League Match,105,26,Banner Ad,0.05,4.6,49,52,48,Laptop,No,Low,46.5,SOC002730,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03,PUR002730,Brand Website,6860,8,8660,Full Kits,6,Low,0.07,Credit Card,High,Yes
CUST2731,37,Female,Kolkata,West Bengal,Tier 1,Working Professional,81500,9.4,Kolkata Knight Riders,Andre Russell,5,JioHotstar,Yes,3300,Amazon,20,Laptop,90.0,Yes,ENG002731,Rivalry Match,192,61,Short Reel,0.29,18.6,91,96,90,Mobile,Yes,High,92.6,SOC002731,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27,PUR002731,Amazon,4270,4,5370,Shoes,4,Medium,0.24,UPI,Medium,Yes
CUST2732,52,Male,Nagpur,Maharashtra,Tier 2,Business,118500,6.9,Mumbai Indians,Suryakumar Yadav,2,TV,No,2100,Local Store,4,Smart TV,54.0,No,ENG002732,League Match,149,42,Video Ad,0.13,8.7,66,64,65,Smart TV,No,Medium,61.5,SOC002732,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15,PUR002732,Flipkart,2820,2,3320,Jerseys,2,High,0.5,Debit Card,Low,No
CUST2733,28,Male,Patna,Bihar,Tier 2,Student,15100,10.0,Chennai Super Kings,Ruturaj Gaikwad,7,JioHotstar,Yes,2800,Amazon,31,Mobile,100.0,Yes,ENG002733,Playoffs,237,79,Influencer Promotion,0.35,25.1,98,99,97,Mobile,Yes,High,99.9,SOC002733,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.3,PUR002733,Brand Website,8270,10,10470,Full Kits,8,Low,0.05,Credit Card,High,Yes
CUST2734,44,Female,Kochi,Kerala,Tier 2,Working Professional,78500,8.3,Mumbai Indians,Jasprit Bumrah,4,TV,No,2900,Flipkart,12,Laptop,74.5,No,ENG002734,League Match,121,32,Banner Ad,0.08,6.4,60,59,56,Laptop,No,Low,53.2,SOC002734,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07,PUR002734,Local Store,2090,1,2390,Accessories,1,Medium,0.37,Cash on Delivery,Low,No
CUST2735,30,Male,Hyderabad,Telangana,Tier 1,Working Professional,67500,10.0,Sunrisers Hyderabad,Pat Cummins,6,JioHotstar,Yes,3900,Amazon,26,Mobile,97.5,Yes,ENG002735,Finals,248,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0,SOC002735,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29,PUR002735,Amazon,5490,6,6790,Bats,5,Medium,0.16,UPI,Medium,Yes
CUST2736,23,Male,Guwahati,Assam,Tier 2,Student,10500,10.0,Royal Challengers Bengaluru,Virat Kohli,7,JioHotstar,Yes,2200,Amazon,38,Mobile,100.0,Yes,ENG002736,Rivalry Match,201,67,Video Ad,0.22,13.5,89,93,90,Laptop,Yes,Medium,88.5,SOC002736,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15,PUR002736,Brand Website,7550,9,9450,Full Kits,7,Low,0.08,Credit Card,High,Yes
CUST2737,46,Female,Indore,Madhya Pradesh,Tier 2,Coach,79500,8.0,Rajasthan Royals,Sanju Samson,3,TV,No,3700,Brand Website,9,Smart TV,63.5,No,ENG002737,League Match,160,45,Influencer Promotion,0.16,10.8,71,74,70,Mobile,Yes,Medium,69.9,SOC002737,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22,PUR002737,Flipkart,3250,3,3950,Gloves,3,High,0.44,Debit Card,Medium,No
CUST2738,34,Male,Mumbai,Maharashtra,Tier 1,Working Professional,82500,10.0,Mumbai Indians,Rohit Sharma,5,JioHotstar,Yes,3600,Amazon,22,Laptop,92.5,Yes,ENG002738,League Match,129,36,Banner Ad,0.09,7.0,61,61,59,Smart TV,No,Low,56.6,SOC002738,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05,PUR002738,Amazon,4850,5,6050,Shoes,4,Medium,0.22,UPI,Medium,Yes
CUST2739,25,Female,Ranchi,Jharkhand,Tier 2,Student,12700,10.0,Kolkata Knight Riders,Sunil Narine,7,JioHotstar,Yes,2500,Amazon,33,Mobile,100.0,Yes,ENG002739,Playoffs,231,76,Short Reel,0.31,22.5,97,99,96,Mobile,Yes,High,97.9,SOC002739,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.3,PUR002739,Local Store,2370,1,2670,Accessories,1,High,0.61,Cash on Delivery,Low,No
CUST2740,51,Male,Jaipur,Rajasthan,Tier 2,Business,113500,7.3,Rajasthan Royals,Jos Buttler,2,TV,No,2300,Local Store,5,Smart TV,56.5,No,ENG002740,League Match,112,27,Banner Ad,0.06,5.3,52,51,50,Laptop,No,Low,48.5,SOC002740,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08,PUR002740,Brand Website,6700,8,8500,Full Kits,6,Low,0.09,Credit Card,High,Yes
CUST2741,31,Female,Pune,Maharashtra,Tier 1,Working Professional,74100,9.8,Chennai Super Kings,MS Dhoni,5,JioHotstar,Yes,3520,Amazon,22,Mobile,92.0,Yes,ENG002741,Rivalry Match,194,62,Video Ad,0.23,14.6,90,94,90,Smart TV,Yes,Medium,89.5,SOC002741,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26,PUR002741,Amazon,4430,5,5530,Bats,4,Medium,0.21,UPI,Medium,Yes
CUST2742,39,Male,Bengaluru,Karnataka,Tier 1,Working Professional,90000,9.1,Royal Challengers Bengaluru,Virat Kohli,4,JioHotstar,No,3220,Brand Website,15,Laptop,83.0,No,ENG002742,League Match,165,50,Influencer Promotion,0.19,11.9,75,78,75,Mobile,Yes,Medium,73.7,SOC002742,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13,PUR002742,Flipkart,2890,2,3390,Jerseys,2,High,0.54,Debit Card,Low,No
CUST2743,22,Male,Kanpur,Uttar Pradesh,Tier 2,Student,10000,10.0,Lucknow Super Giants,KL Rahul,7,JioHotstar,Yes,2120,Amazon,39,Mobile,100.0,Yes,ENG002743,Finals,256,80,Short Reel,0.35,27.9,99,99,99,Mobile,Yes,High,100.0,SOC002743,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.3,PUR002743,Brand Website,7930,10,10130,Full Kits,8,Low,0.06,Credit Card,High,Yes
CUST2744,47,Female,Visakhapatnam,Andhra Pradesh,Tier 2,Business,103800,7.5,Sunrisers Hyderabad,Pat Cummins,2,TV,No,2420,Local Store,5,Smart TV,56.5,No,ENG002744,League Match,123,31,Banner Ad,0.08,5.9,58,57,56,Laptop,No,Low,52.5,SOC002744,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04,PUR002744,Local Store,2060,1,2310,Accessories,1,Medium,0.35,Cash on Delivery,Low,No
CUST2745,28,Male,Delhi,Delhi,Tier 1,Athlete,46000,10.0,Delhi Capitals,Rishabh Pant,6,JioHotstar,Yes,5920,Brand Website,32,Mobile,100.0,Yes,ENG002745,Playoffs,222,73,Video Ad,0.28,19.7,93,96,93,Smart TV,Yes,High,94.3,SOC002745,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29,PUR002745,Amazon,5310,6,6610,Shoes,5,Medium,0.19,UPI,Medium,Yes
CUST2746,42,Female,Ahmedabad,Gujarat,Tier 1,Working Professional,83800,8.7,Gujarat Titans,Shubman Gill,4,JioHotstar,No,3020,Flipkart,13,Laptop,80.0,No,ENG002746,Rivalry Match,205,68,Short Reel,0.32,21.1,95,99,95,Mobile,Yes,High,96.5,SOC002746,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09,PUR002746,Brand Website,7310,9,9210,Full Kits,7,Low,0.08,Credit Card,High,Yes
