social_id,customer_id,preferred_social_media_platform,cricket_reels_watched_per_week,sports_content_likes_per_week,sports_content_shares_per_week,favorite_cricket_content_type,influencer_engagement_level,fantasy_cricket_content_interaction,average_daily_social_media_usage_hours,preferred_content_format,sports_brand_follow_count,social_media_ad_click_rate
SOC002583,CUST2583,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002584,CUST2584,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002585,CUST2585,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002586,CUST2586,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002587,CUST2587,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002588,CUST2588,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002589,CUST2589,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002590,CUST2590,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002591,CUST2591,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002592,CUST2592,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002593,CUST2593,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002594,CUST2594,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002595,CUST2595,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002596,CUST2596,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002597,CUST2597,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002598,CUST2598,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002599,CUST2599,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002600,CUST2600,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002601,CUST2601,Instagram,48,101,31,Short Reels,High,Yes,6.8,Short Video,24,0.26
SOC002602,CUST2602,YouTube,26,44,10,Match Analysis,Medium,No,4.1,Long Video,10,0.12
SOC002603,CUST2603,Instagram,62,136,42,Memes,High,Yes,8.1,Short Video,32,0.30
SOC002604,CUST2604,Facebook,9,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002605,CUST2605,Instagram,55,122,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002606,CUST2606,Twitter,18,29,7,Match Highlights,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002607,CUST2607,Instagram,43,92,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002608,CUST2608,YouTube,24,40,9,Tutorials,Medium,No,3.8,Long Video,9,0.10
SOC002609,CUST2609,Instagram,59,128,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002610,CUST2610,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002611,CUST2611,Instagram,50,106,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002612,CUST2612,YouTube,29,51,13,Match Analysis,High,Yes,4.8,Long Video,13,0.15
SOC002613,CUST2613,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002614,CUST2614,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC002615,CUST2615,Instagram,54,118,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002616,CUST2616,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002617,CUST2617,Instagram,41,87,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC002618,CUST2618,Facebook,12,20,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002619,CUST2619,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002620,CUST2620,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002621,CUST2621,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002622,CUST2622,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002623,CUST2623,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002624,CUST2624,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002625,CUST2625,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC002626,CUST2626,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002627,CUST2627,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002628,CUST2628,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002629,CUST2629,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002630,CUST2630,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002631,CUST2631,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002632,CUST2632,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002633,CUST2633,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002634,CUST2634,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002635,CUST2635,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002636,CUST2636,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002637,CUST2637,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002638,CUST2638,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002639,CUST2639,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002640,CUST2640,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002641,CUST2641,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002642,CUST2642,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002643,CUST2643,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002644,CUST2644,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002645,CUST2645,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002646,CUST2646,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002647,CUST2647,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002648,CUST2648,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002649,CUST2649,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002650,CUST2650,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002651,CUST2651,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002652,CUST2652,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002653,CUST2653,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002654,CUST2654,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002655,CUST2655,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002656,CUST2656,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002657,CUST2657,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002658,CUST2658,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002659,CUST2659,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002660,CUST2660,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC002661,CUST2661,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002662,CUST2662,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002663,CUST2663,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002664,CUST2664,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002665,CUST2665,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002666,CUST2666,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC002667,CUST2667,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002668,CUST2668,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002669,CUST2669,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002670,CUST2670,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002671,CUST2671,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002672,CUST2672,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002673,CUST2673,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002674,CUST2674,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002675,CUST2675,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002676,CUST2676,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002677,CUST2677,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002678,CUST2678,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002679,CUST2679,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002680,CUST2680,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC002681,CUST2681,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002682,CUST2682,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002683,CUST2683,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002684,CUST2684,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002685,CUST2685,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002686,CUST2686,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002687,CUST2687,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002688,CUST2688,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002689,CUST2689,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002690,CUST2690,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002691,CUST2691,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002692,CUST2692,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002693,CUST2693,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002694,CUST2694,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC002695,CUST2695,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002696,CUST2696,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002697,CUST2697,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC002698,CUST2698,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002699,CUST2699,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002700,CUST2700,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002701,CUST2701,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002702,CUST2702,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002703,CUST2703,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002704,CUST2704,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002705,CUST2705,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC002706,CUST2706,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002707,CUST2707,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002708,CUST2708,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002709,CUST2709,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002710,CUST2710,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002711,CUST2711,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002712,CUST2712,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002713,CUST2713,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002714,CUST2714,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002715,CUST2715,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002716,CUST2716,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002717,CUST2717,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002718,CUST2718,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002719,CUST2719,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002720,CUST2720,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002721,CUST2721,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002722,CUST2722,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002723,CUST2723,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002724,CUST2724,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002725,CUST2725,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002726,CUST2726,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002727,CUST2727,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002728,CUST2728,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002729,CUST2729,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002730,CUST2730,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002731,CUST2731,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002732,CUST2732,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002733,CUST2733,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002734,CUST2734,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002735,CUST2735,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002736,CUST2736,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002737,CUST2737,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002738,CUST2738,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002739,CUST2739,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002740,CUST2740,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC002741,CUST2741,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002742,CUST2742,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002743,CUST2743,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002744,CUST2744,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002745,CUST2745,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002746,CUST2746,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC002747,CUST2747,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002748,CUST2748,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002749,CUST2749,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002750,CUST2750,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002751,CUST2751,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002752,CUST2752,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002753,CUST2753,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002754,CUST2754,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002755,CUST2755,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002756,CUST2756,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002757,CUST2757,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002758,CUST2758,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002759,CUST2759,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002760,CUST2760,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC002761,CUST2761,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002762,CUST2762,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002763,CUST2763,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002764,CUST2764,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002765,CUST2765,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002766,CUST2766,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002767,CUST2767,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002768,CUST2768,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002769,CUST2769,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002770,CUST2770,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002771,CUST2771,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002772,CUST2772,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002773,CUST2773,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002774,CUST2774,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC002775,CUST2775,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002776,CUST2776,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002777,CUST2777,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
SOC002778,CUST2778,Facebook,12,20,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002779,CUST2779,Instagram,57,124,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002780,CUST2780,Twitter,16,27,6,Match Highlights,Medium,No,3.3,Carousel Post,6,0.08
SOC002781,CUST2781,Instagram,47,98,30,Short Reels,High,Yes,6.4,Short Video,22,0.26
SOC002782,CUST2782,YouTube,27,46,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002783,CUST2783,Instagram,60,131,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002784,CUST2784,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002785,CUST2785,Instagram,56,121,38,Short Reels,High,Yes,7.5,Short Video,28,0.29
SOC002786,CUST2786,Twitter,19,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002787,CUST2787,Instagram,44,93,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002788,CUST2788,YouTube,25,41,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002789,CUST2789,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002790,CUST2790,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002791,CUST2791,Instagram,49,105,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002792,CUST2792,YouTube,28,49,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002793,CUST2793,Instagram,62,135,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002794,CUST2794,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002795,CUST2795,Instagram,53,116,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002796,CUST2796,YouTube,30,52,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002797,CUST2797,Instagram,42,88,25,Short Reels,Medium,Yes,5.7,Short Video,19,0.22
SOC002798,CUST2798,Facebook,13,22,4,Player Interviews,Low,No,2.6,Image Post,5,0.05
SOC002799,CUST2799,Instagram,56,123,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002800,CUST2800,Twitter,17,28,6,Match Highlights,Medium,No,3.4,Carousel Post,7,0.09
SOC002801,CUST2801,Instagram,46,97,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002802,CUST2802,YouTube,26,45,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002803,CUST2803,Instagram,61,133,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002804,CUST2804,Facebook,10,16,3,Player Interviews,Low,No,2.0,Image Post,4,0.04
SOC002805,CUST2805,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002806,CUST2806,Twitter,18,29,7,Match Analysis,Medium,Yes,3.5,Carousel Post,7,0.09
SOC002807,CUST2807,Instagram,43,91,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002808,CUST2808,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002809,CUST2809,Instagram,59,129,40,Short Reels,High,Yes,7.8,Short Video,30,0.30
SOC002810,CUST2810,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002811,CUST2811,Instagram,50,107,33,Memes,High,Yes,6.9,Short Video,24,0.27
SOC002812,CUST2812,YouTube,29,50,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002813,CUST2813,Instagram,63,136,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002814,CUST2814,Twitter,14,22,5,Match Highlights,Low,No,2.8,Carousel Post,5,0.07
SOC002815,CUST2815,Instagram,54,117,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002816,CUST2816,YouTube,31,54,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002817,CUST2817,Instagram,41,86,24,Short Reels,Medium,Yes,5.5,Short Video,18,0.22
SOC002818,CUST2818,Facebook,12,21,4,Player Interviews,Low,No,2.4,Image Post,5,0.05
SOC002819,CUST2819,Instagram,57,123,39,Memes,High,Yes,7.6,Short Video,29,0.30
SOC002820,CUST2820,Twitter,16,26,6,Match Highlights,Medium,No,3.2,Carousel Post,6,0.08
SOC002821,CUST2821,Instagram,47,99,30,Short Reels,High,Yes,6.5,Short Video,22,0.26
SOC002822,CUST2822,YouTube,27,47,11,Tutorials,Medium,Yes,4.3,Long Video,11,0.13
SOC002823,CUST2823,Instagram,60,130,41,Memes,High,Yes,7.9,Short Video,31,0.30
SOC002824,CUST2824,Facebook,11,18,3,Player Interviews,Low,No,2.2,Image Post,4,0.04
SOC002825,CUST2825,Instagram,55,121,37,Short Reels,High,Yes,7.4,Short Video,28,0.29
SOC002826,CUST2826,Twitter,18,30,7,Match Analysis,Medium,Yes,3.6,Carousel Post,7,0.09
SOC002827,CUST2827,Instagram,44,92,28,Memes,High,Yes,6.0,Short Video,20,0.24
SOC002828,CUST2828,YouTube,25,40,10,Tutorials,Medium,No,4.0,Long Video,10,0.11
SOC002829,CUST2829,Instagram,58,126,40,Short Reels,High,Yes,7.7,Short Video,29,0.30
SOC002830,CUST2830,Facebook,9,15,2,Player Interviews,Low,No,1.9,Image Post,3,0.03
SOC002831,CUST2831,Instagram,49,104,32,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002832,CUST2832,YouTube,28,48,12,Match Analysis,Medium,Yes,4.5,Long Video,12,0.14
SOC002833,CUST2833,Instagram,62,134,43,Short Reels,High,Yes,8.2,Short Video,32,0.30
SOC002834,CUST2834,Twitter,15,24,5,Match Highlights,Low,No,3.0,Carousel Post,6,0.08
SOC002835,CUST2835,Instagram,53,115,35,Memes,High,Yes,7.1,Short Video,26,0.28
SOC002836,CUST2836,YouTube,30,51,14,Match Analysis,High,Yes,4.9,Long Video,14,0.15
SOC002837,CUST2837,Instagram,42,87,25,Short Reels,Medium,Yes,5.6,Short Video,19,0.22
SOC002838,CUST2838,Facebook,13,21,4,Player Interviews,Low,No,2.5,Image Post,5,0.05
SOC002839,CUST2839,Instagram,56,122,38,Memes,High,Yes,7.5,Short Video,28,0.29
SOC002840,CUST2840,Twitter,17,27,6,Match Highlights,Medium,No,3.3,Carousel Post,7,0.09
SOC002841,CUST2841,Instagram,46,96,29,Short Reels,High,Yes,6.3,Short Video,21,0.25
SOC002842,CUST2842,YouTube,26,44,11,Tutorials,Medium,Yes,4.2,Long Video,10,0.12
SOC002843,CUST2843,Instagram,61,132,42,Memes,High,Yes,8.0,Short Video,31,0.30
SOC002844,CUST2844,Facebook,10,17,3,Player Interviews,Low,No,2.1,Image Post,4,0.04
SOC002845,CUST2845,Instagram,55,120,37,Short Reels,High,Yes,7.3,Short Video,27,0.29
SOC002846,CUST2846,Twitter,19,31,7,Match Analysis,Medium,Yes,3.6,Carousel Post,8,0.10
SOC002847,CUST2847,Instagram,43,90,27,Memes,High,Yes,5.9,Short Video,20,0.23
SOC002848,CUST2848,YouTube,24,39,9,Tutorials,Medium,No,3.9,Long Video,9,0.10
SOC002849,CUST2849,Instagram,58,127,40,Short Reels,High,Yes,7.7,Short Video,30,0.30
SOC002850,CUST2850,Facebook,8,14,2,Player Interviews,Low,No,1.8,Image Post,3,0.03
SOC002851,CUST2851,Instagram,50,105,33,Memes,High,Yes,6.8,Short Video,24,0.27
SOC002852,CUST2852,YouTube,29,49,13,Match Analysis,High,Yes,4.7,Long Video,13,0.15
SOC002853,CUST2853,Instagram,63,137,44,Short Reels,High,Yes,8.3,Short Video,33,0.30
SOC002854,CUST2854,Twitter,14,23,5,Match Highlights,Low,No,2.9,Carousel Post,5,0.07
SOC002855,CUST2855,Instagram,54,116,36,Memes,High,Yes,7.2,Short Video,27,0.29
SOC002856,CUST2856,YouTube,31,53,14,Match Analysis,High,Yes,5.0,Long Video,14,0.15
SOC002857,CUST2857,Instagram,41,88,24,Short Reels,Medium,Yes,5.6,Short Video,18,0.22
